ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
3102,2016-11-17,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Comerciantes del Mercado Roberto Huembes,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Exigir el mismo tamaño en espacios de tramos.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Alcaldía de Managua,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Diecinueve comerciantes que se ubicaron en la malla del mercado Roberto Huembes en Managua mostraron inconformidad y amenazaron con mayores protestas si las autoridades de la Alcaldía no los ubicasen en sus mismos espacios donde han vendido por años, luego de unas remodelaciones en la infraestructura vial.",Hoy: http://www.hoy.com.ni/2016/11/17/comerciantes-del-mercado-roberto-huembes-amenazan-con-protesta/ (2016-11-17)
3103,2016-11-17,Región del Pacífico,Departamento de Managua,Local,Reunión con autoridades,NA,Trabajadores de la Alcaldía de Managua.,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Exigir el reajuste salarial de 3500 empleados de la Municipalidad.,Defensa del trabajo y las condiciones laborales,Aumento salarial,Alcaldía de Managua,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En el cabildo de consulta de la Alcaldía de Managua para el presupuesto del año 2017, sindicatos de trabajadores de la Municipalidad demandaron que se revisen los salarios de 3,500 empleados que ocupan cargos menores. Los manifestantes llevaron pancartas, además de exponer en micrófono la solicitud, entregaron un documento donde exigen una vez más que se revisen los salarios de los trabajadores y que se les asigne un reajuste del 30 por ciento.",Hoy: http://www.hoy.com.ni/2016/11/17/demandan-reajuste-salarial-2/ (2016-11-17)
3104,2016-11-17,Región del Pacífico,Departamento de Managua,Nacional,Marcha,NA,Mujeres de distintas organizaciones.,Grupos y/u organizaciones de género,De mujeres,Exigir justicia frente a los casos de femicidios en el pais.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno en General,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Organizaciones de mujeres, marcharon hacia el complejo policial “Faustino Ruiz”, vestidas de rojo y con el nombre de mujeres asesinadas en lo que se denominó como la Marcha del silencio. La marcha inició frente a la Universidad Centroamericana (UCA), y concluyó en el complejo, donde se leyeron los nombres de las víctimas.",Hoy: http://www.hoy.com.ni/2016/11/17/vestidas-de-rojo-por-las-fallecidas/ (2016-11-17)
3105,2016-11-22,Región del Pacífico,Departamento de Managua,Nacional,Declaración pública,Convocatoria,"Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía Nacional.",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Gobierno Central,Gobierno en general,No registrado,Participación conjunta,Particular,Aprehensión de actores,"Entre quince y veinte organizaciones de la sociedad, tanto de expresiones sociales como política así como de la ciudad y del campo, convocaron a una Marcha en Managua para rechazar el proyecto del Canal y las pasadas elecciones. Esta se realizará en una doble jornada el 30 de Noviembre y 01 de Diciembre de 2016.",La Prensa: http://www.laprensa.com.ni/2016/11/22/nacionales/2138403-organizaciones-se-unen-fraude-canal (2016-11-22)
3106,2016-11-23,Región del Pacífico,Departamento de Managua,Nacional,Declaración pública,Denuncia,Representantes de las organizaciones defensoras de mujeres,Grupos y/u organizaciones de género,De mujeres,Demandar Mayor presupuesto para la reapertura de las Comisarías de la Mujer.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno en General,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Las representantes de las organizaciones defensoras de mujeres en el país hicieron una declaración pública en la que demandaron que del presupuesto estatal sea destinado un monto para la reapertura de las Comisarías de la Mujer y la aplicación correcta de la Ley 779, Contra la Violencia Hacia la Mujer. Las demandas fueron realizadas a propósito del Día Internacional de la Eliminación de la Violencia contra la Mujer, 25 de noviembre.",La Prensa: http://www.laprensa.com.ni/2016/11/23/nacionales/2139441-mujeres-demandan-reapertura-de-comisarias (2016-11-23)
3107,2016-11-23,Región del Pacífico,Departamento de Granada,Local,Huelga,NA,Taxistas de la Ciudad de Granada,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Sacar de circulación a Taxis Piratas,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Alcaldía de Granada,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Los taxistas legales de la ciudad de Granada se declararon en huelga indefinida hasta que las autoridades municipales y nacionales atiendan la demanda del sector, que es sacar a los piratas que, según se calculó, son 600 los que ya estaban circulando.",Hoy: http://www.hoy.com.ni/2016/11/23/taxistas-legales-de-granada-en-huelga/ (2016-11-23)
3108,2016-11-23,Región del Pacífico,Departamento de Granada,Local,Mitin o concentración,NA,Taxistas de la Ciudad de Granada,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Sacar de circulación a Taxis Piratas,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Alcaldía de Granada,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Además de la huelga, los taxistas legales de Granada realizaron un plantón en las afueras del palacio municipal. En el sitio se congregaron alrededor de cien vehículos placas, mientras que sus conductores se mantuvieron de forma pacífica. Los portones de la comuna fueron cerrados al público y no hubo atención.",NA
3109,2016-11-23,Región del Pacífico,Departamento de Masaya,Local,Paro,NA,Taxistas de la Ciudad de Masaya,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Reclamar competencia desleal y multas.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Alcaldía de Masaya,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,Taxistas de Masaya suspendieron temporalmente el servicio para reclamar por la competencia desleal y las multas a las que son sometidos por transportar personas fuera del municipio.  La suspensión laboral de los miembros de las 16 cooperativas sucedió de forma pacífica.,El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/411131-que-hubo-paro-taxis-masaya/ (2016-11-23)
3110,2016-11-23,Región del Pacífico,Departamento de Masaya,Local,Reunión con autoridades,NA,Taxistas de la Ciudad de Masaya,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Reclamar competencia desleal y multas.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Alcaldía de Masaya,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Los dirigentes del gremio del transporte selectivo, que utilizan unas 800 unidades, se reunieron con el alcalde de Masaya, Orlando Noguera, para encontrar una solución a la crisis. Luego de la negociación, llegaron a puntos de acuerdo. Esto fue celebrado entre los protestantes.",NA
3111,2016-11-26,Región del Pacífico,Departamento de Chinandega,Nacional,Marcha,NA,Representantes de las organizaciones defensoras de mujeres,Grupos y/u organizaciones de género,De mujeres,Demandar Mayor presupuesto para la reapertura de las Comisarías de la Mujer.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno en General,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,Unas novecientas mujeres marcharon en Chinandega exigiendo la reapertura de las Comisarías de la Mujer en el país y el respeto al rechazo a negociar con los agresores de parte de las víctimas de violencia de género. Pidieron también visibilizar la violencia a la que son sometidas las campesinas de la zona y el acceso a la justicia.,El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/411326-mujeres-marchan-violencia/ (2016-11-26)
3112,2016-11-26,Región Norte Central,Departamento de Matagalpa,Nacional,Marcha,NA,Representantes de las organizaciones defensoras de mujeres,Grupos y/u organizaciones de género,De mujeres,Demandar Mayor presupuesto para la reapertura de las Comisarías de la Mujer.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno en General,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En Matagalpa, 2,000 personas marcharon hacia la catedral de San Pedro entonando mensajes como “Vivas nos queremos” y “Ni una menos”. Se exigía la reapertura de las Comisarías de la Mujeres.",NA
3113,2016-11-30,Región del Pacífico,Departamento de Managua,Nacional,Marcha,NA,"Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía Nacional.",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Gobierno Central,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,Aprehensión de actores,"Desde distintos municipios del país, campesinos llegaron a Managua para la quinta marcha contra el Canal Interoceánico. Mientras se empezaban a agrupar desde la noche anterior, grupos policiales no dejaron pasar a campesinos y dirigentes y se producen enfrentamientos con varios heridos y detenidos. Los campesinos esperaban llegar hasta la Asamblea Nacional para exigir la derogación de la Ley 840, pero ante el bloqueo policial decidieron disolver la protesta.",La Prensa: http://www.laprensa.com.ni/2016/11/30/nacionales/2142870-caravana-campesina-anticanal (2016-11-30)
3114,2016-11-30,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Agrupación de Jovenes,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Exigir elecciones libres y transparentes,Fiscalización de la función pública y rendición de cuentas,Lucha por procesos electorales,Consejo Supremo Electoral (CSE),Poder Electoral,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,Agrupación de jóvenes llevaron a cabo una concentración en las inmediaciones de la Universidad Centroamericana (UCA) con el objetivo de denunciar la situación política del país.,La Prensa: http://www.laprensa.com.ni/2016/12/09/politica/2147633-jovenes-contra-el-abuso-de-poder (2016-11-30)
3115,2016-12-01,Región del Pacífico,Departamento de Managua,Local,Marcha,NA,Agrupación de ciudadanos,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Denunciar falta de transparencia en proceso electoral,Fiscalización de la función pública y rendición de cuentas,Lucha por procesos electorales,Presidente,Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Colectivo de ciudadanos/as opositores al gobierno de Daniel Ortega, llevaron a cabo una manifestación con el objetivo de denunciar el proceso electoral realizado el 6 de noviembre del 2016. La agrupación manifestaba la falta de transparencia de dicho proceso. La marcha se dio en el contexto de la visita de  Luis Almagro, secretario de la Organización de Estados Americanos (OEA).",La Prensa: http://www.laprensa.com.ni/2016/12/01/politica/2143956-arranca-marcha-farsa-electoral-managua (2016-12-01)
3116,2016-12-01,Región Atlántica,Región Autónoma Atlántico Sur,Local,Marcha,NA,"Consejo Nacional de Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir se derogue Ley del Gran Canal,Defensa del ambiente,Lucha contra megaproyectos y/o (neo)extractivismo,Presidente Daniel Ortega,Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,Uso de fuerza policial,"Campesinos y campesinas de Nueva Guinea y el Tule, Caribe Sur, organizados en el Consejo Nacional de Defensa de la Tierra, Lago y Soberanía llevaron a cabo una caravana dirigida hacia Managua con el objetivo de exigir al gobierno de Daniel Ortega que se derogue la Ley del Gran canal.",Hoy: http://www.hoy.com.ni/2016/12/01/una-caravana-exitosa/ (2016-12-01)
3117,2016-12-02,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Vigilantes asociados a la Corporación Municipal de Managua (Commema),Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Exigir la libertad de Omar López Carcache,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Juzgados de Managua,Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Vigilantes asociados a la Corporación Municipal de Managua (Commema) llevaron a cabo una concentración en las inmediaciones de los juzgados de Managua con el objetivo de exigir la libertad de Omar López Carcache, acusado del homicidio de Marlon Antonio García Reyes.",Hoy: http://www.hoy.com.ni/2016/12/02/vigilantes-protestan-en-apoyo-a-colega-acusado-de-homicidio/ (2016-12-02)
3118,2016-12-02,Región del Pacífico,Departamento de Managua,Local,Reunión con autoridades,NA,"Consejo Nacional en Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Denunciar falta de libertad de expresión en Nicaragua,Defensa del ambiente,Lucha contra megaproyectos y/o (neo)extractivismo,Policía Nacional,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Representantes del Consejo Nacional en Defensa de la Tierra, Lago y Soberanía llevaron a cabo una reunión con el secretario general de la Organización de Estados Americanos (OEA), con el objetivo de denunciar la falta de libertad de expresión y la represión a la protesta por parte de la Policía Nacional de Nicaragua.",Hoy: http://www.hoy.com.ni/2016/12/02/explican-realidad/ (2016-12-02)
3119,2016-12-05,Región Atlántica,Región Autónoma Atlántico Sur,Local,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Miembros del Gobierno comunal creole y de la comunidad negra creole indígena de Bluefields,Grupos y/u organizaciones de campesinos y campesinas e indígenas,Indígenas,Denunciar violación de derechos de autodeterminación de comunidades creol e indigenas,Fiscalización de la función pública y rendición de cuentas,Derecho de consulta,Corte Suprema de Justicia (CSJ),Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,Miembros del Gobierno comunal creole y de la comunidad negra creole indígena de Bluefields introdujeron un recurso de amparo ante la Corte Suprema de Justicia (CSJ) en contra del Presidente Daniel Ortega con el objetivo de exigir se respete los derechos de autodeterminación de sus comunidades.,La Prensa: http://www.laprensa.com.ni/2016/12/05/nacionales/2145792-creoles-recurren-contra-ortega (2016-12-05)
3120,2016-12-05,Región del Pacífico,Departamento de Chinandega,Local,Mitin o concentración,NA,Movimiento “Por la universidad pública en Chinandega”,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Solicitar se establezca recinto universitario en Chinandega,Defensa de la educación,Mejora y/o construcción de infraestructura educativa,Consejo Nacional de Universidades (CNU),Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Miembros del movimiento “Por la universidad pública en Chinandega”, departamento de Chinandega, llevaron a cabo una concentración en las inmediaciones de la esquina de los bancos donde recolectaron firmas solicitando al Consejo Nacional de Universidades (CNU), autoridades del Ministerio de Educación (Mined) y Asamblea Nacional se estableciera un recinto en dicho departamento.",La Prensa: http://www.laprensa.com.ni/2016/12/05/departamentales/2145826-chinandega-pide-una-universidad (2016-12-05)
3121,2016-12-29,Región Norte Central,Departamento de Jinotega,Local,Reunión o Asamblea,NA,Pobladores de Ayapal y Frente Amplio por la Democracia-,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Denunciar violaciones a derechos humanos en las comunidades.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno en General,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"En Ayapal, San José de Bocay, Jinotega, se realizó una asamblea de campesinos, organizada por el Frente Amplio por la Democracia, para denunciar las violaciones a los derechos humanos que sufren en sus comunidades. Los participantes señalaban que hay temor en comunidades de la microrregión.",La Prensa: http://www.laprensa.com.ni/2016/12/30/politica/2157574-pobladores-de-ayapal-tienen-miedo-de-denunciar-amenazas (2016-12-29)
3122,2017-01-07,Región del Pacífico,Departamento de Rivas,Local,Marcha,NA,"Consejo Nacional en Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de Ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Gobierno Central,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con el objetivo de la derogación de la Ley 840, ley del Gran Canal, campesinos/as organizados en el Consejo  Nacional en Defensa de la tierra, el Lago y la Soberanía marcharon en Altagracia, isla de Ometepe. La acción colectiva desembocó en un acto  en las inmediaciones de la alcaldía de Altagracia.",La Prensa: http://www.laprensa.com.ni/2017/01/07/politica/2161605-campesinos-marchan-canal-tule-altagracia (2017-01-07)
3123,2017-01-10,Región Atlántica,Región Autónoma Atlántico Sur,Local,Marcha,NA,"Consejo Nacional en Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de Ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Gobierno Central,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con el objetivo de la derogación de la Ley 840, ley del Gran Canal, campesinos/as organizados en el Consejo  Nacional en Defensa de la tierra, el Lago y la Soberanía marcharon en La Fonseca, comunidad de Nueva Guinea, Caribe Sur.",La Prensa: http://www.laprensa.com.ni/2017/01/10/departamentales/2163262-campesinos-marchan-contra-el-canal-interoceanico-en-la-fonseca (2017-01-10)
3124,2017-01-14,Región del Pacífico,Departamento de Carazo,Local,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Pobladores organizados de Jinotepe,Grupos y/u organizaciones de vecinos y vecinas,NA,"Exigir la inmediata captura de Herlio José Jarquín Cortez, profugo de la justicia",Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Policía Nacional,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con el objetivo de que se llevara a cabo la inmediata captura de Herlio José Jarquín Cortez, prófugo de la justicia y condenado a treinta años de prisión por violación, pobladores de la ciudad de Jinotepe, municipio de Carazo, colgaron una manta en una de sus calles principales para presionar a la Policía Nacional.",La Prensa: http://www.laprensa.com.ni/2017/01/14/ultima-hora/2165529-exigen-captura-de-profugo-en-carazo (2017-01-14)
3125,2017-01-16,Región del Pacífico,Departamento de Managua,Local,Declaración pública,Denuncia,Cooperativa de Transporte Interurbano del Centro de Nicaragua (Cootrasenic),Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Revocar medida de cobranza a Cooperativa,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,Administracion Terminal de Buses Mercado Mayoreo,"Organizaciones sindicales, sociales, comunales",Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Los socios de la Cooperativa de Transporte Interurbano del Centro de Nicaragua (Cootrasenic) denunciaron públicamente que el administrador de la terminal de buses del mercado Mayoreo, Luis Jiménez, cobró 120 córdobas en concepto de “sistema operativo” cada vez que salía una unidad con pasajeros. De acuerdo a la Cooperativa, esta cobranza no está sustentada en ningún documento.",La Prensa: http://www.laprensa.com.ni/2017/01/16/nacionales/2166652-transportistas-del-mayoreo-denuncian-cobro-injustificado (2017-01-16)
3126,2017-01-16,Región del Pacífico,Departamento de Managua,Local,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Mujeres Trabajadoras de Zonas Francas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar Irregularidades que sufren las Mujeres que trabajan en Zonas Francas.,Defensa del trabajo y las condiciones laborales,Aumento salarial,Empresas de Zonas Francas,Empresas privadas,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Mujeres trabajadoras de zonas francas (empresas bajo régimen tributario especial) denunciaron a los grandes Patrones ante el movimiento feminista María Elena Cuadra, que los sindicatos de trabajadores deben plantear en la mesa negociadora de salario mínimo, las violaciones que sufren en estas empresas, como el hecho de estar haciendo entre dos y tres funciones por el mismo salario y el aumento en las metas de producción cada vez que se hace reajuste al salario mínimo.",La Prensa: http://www.laprensa.com.ni/2017/01/16/nacionales/2166678-urge-poner-ojo-la-situacion-las-mujeres-maquilas (2017-01-16)
3127,2017-01-16,Región Atlántica,Región Autónoma Atlántico Norte,Local,Declaración pública,Pronunciamiento,Indígenas de Prinzapolka,Grupos y/u organizaciones de campesinos y campesinas e indígenas,Indígenas,Exigir retracción del Ejército en los territorios indígenas.,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas indígenas,Ejército de Nicaragua (EN),Ministerios,No registrado,Apoyo solidario,Particular,No registrado o no existencia,"Líderes indígenas de las  comunidades de Layasicksa 2 e Isnawas se pronunciaron públicamente con una carta enviada a El jefe del Destacamento Regional Norte del Ejército de Nicaragua, coronel Humberto José Ramos, mostrándose en desacuerdo por el ingreso del  Ejército en sus comunidades y casas.",La Prensa: http://www.laprensa.com.ni/2017/01/16/nacionales/2166106-lideres-indigenas-en-desacuerdo-con-cateos-por-el-ejercito-en-comunidades (2017-01-16)
3128,2017-01-16,Región Atlántica,Región Autónoma Atlántico Norte,Local,Declaración pública,Pronunciamiento,Indígenas de Prinzapolka,Grupos y/u organizaciones de campesinos y campesinas e indígenas,Indígenas,Exigir el desalojo de colonos en sus tierras,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas indígenas,Gobierno Central,Gobierno en general,No registrado,Apoyo solidario,Particular,No registrado o no existencia,Los indígenas de Prinzapolka afirmaron en una declaración pública que sostienen su demanda de que sean desalojados sus comunidades de los colonos y que sean enjuiciados los ilegales vendetierras. También exigieron que  respondan por los daños ambientales. La declaración fue respaldada por el CENIDH.,La Prensa: http://www.laprensa.com.ni/2017/01/16/nacionales/2166734-indigenas-mantienen-demanda-desalojo-vendetierras (2017-01-16)
3129,2017-01-18,Región del Pacífico,Departamento de Managua,Local,Marcha,NA,Unión Nacional del Adulto Mayor (UNAM),Grupos y/u organizaciones de derechos humanos,De las y los adultos mayores,Exigir el cumplimiento de la Ley del Adulto Mayor,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas adultas mayores,Instituto Nicaragüense de Seguridad Social (INSS),Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Miembros de la Unión Nacional del Adulto Mayor (UNAM) marcharon desde la Asamblea Nacional hasta el Instituto Nicaragüense de Seguridad Social (INSS), para exigir que se cumpla la Ley del Adulto Mayor., que se garantice el acceso a medicamentos, se otorgue el bono económico o un paquete alimenticio para los ancianos que cotizaron menos de 250 semanas y asistencia médica (según lo acordado en 2013).",La Prensa: http://www.laprensa.com.ni/2017/01/18/nacionales/2167602-adultos-mayores-marchan-exigir-al-inss-cumpla-demandas (2017-01-18)
3130,2017-01-20,Región del Pacífico,Departamento de Granada,Local,Mitin o concentración,NA,"Pobladores de las comunidades La Jabalina y La Cebadilla, Nandaime",Grupos y/u organizaciones de vecinos y vecinas,NA,Reparar camino de acceso a comunidades.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,Alcaldía de Nandaime,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Pobladores de las comunidades La Jabalina y La Cebadilla se concentraron para exigir a las autoridades municipales de Nandaime que sean tomados en cuenta en el presupuesto y se les mande a reparar el camino de acceso, con el objetivo de introducir transporte público.",La Prensa: http://www.laprensa.com.ni/2017/01/20/departamentales/2168681-piden-que-les-reparen-camino-en-granada (2017-01-20)
3131,2017-01-21,Región del Pacífico,Departamento de Managua,Local,Declaración pública,Convocatoria,Asociación Nicaragüense para la Defensa de los Derechos de los Animales y el Medio Ambiente (Andama-Corazón verde),Grupos y/u organizaciones de ambientalistas,NA,Repudiar actos de Maltrato Animal en el País.,Defensa del ambiente,Defensa de los animales,Población en General,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Asociación Nicaragüense para la Defensa de los Derechos de los Animales y el Medio Ambiente (Andama-Corazón verde) en una declaración pública convocó a una vigilia en contra del maltrato animal, días después de que una zarigüeya muriera a golpes durante un juego de béisbol. La vigilia tendría el objetivo de crear conciencia hacia el maltrato animal.",El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/416341-celebraran-vigilia-animales-nicaragua-ataque-zarig/ (2017-01-21)
3132,2017-01-23,Región del Pacífico,Departamento de Chinandega,Local,Mitin o concentración,NA,Organización Girasol,Grupos y/u organizaciones de género,De mujeres,"Pedir Recaptura de José Blanco, acosador de su excompañera de Vida",Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las mujeres,Juzgados de Chinandega,Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Miembros de la organización Girasol y el Movimiento de Mujeres realizaron un plantón frente al Complejo Judicial de Chinandega para respaldar la a una denuncia que puso Flor de María Paz contra su excónyuge José A. Blanco por amenazas de muerte, maltrato psicológico y acoso. Los manifestantes piden la reaprehensión de Blanco, luego de ser liberado, quien continuó con las amenazas.",Hoy: http://www.hoy.com.ni/2017/01/24/planton-frente-al-complejo-judicial-de-chinandega/ (2017-01-23)
3133,2017-01-24,Región del Pacífico,Departamento de Masaya,Local,Declaración pública,Pronunciamiento,Red de Mujeres contra la Violencia (RMCV),Grupos y/u organizaciones de género,De mujeres,Acusar a José Dávila por Abuso Sexual,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",José Dávila,Individuos en particular,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Red de Mujeres Contra la Violencia con una declaración pública se pronunció ante la Policía Nacional y a la Fiscalía para buscar y denunciar de oficio a José Dávila de 40 años que, al parecer, mantenía una relación con una adolescente desde antes que cumpliera los 14 años. El caso se hizo público a través de las redes sociales, cuando otra adolescente quiso impedir que Dávila contrajera matrimonio el fin de semana pasado con Rita López, de 18 años, en el municipio de Catarina, departamento de Masaya.",La Prensa: http://www.laprensa.com.ni/2017/01/24/nacionales/2171165-mujeres-exigen-enjuiciar-a-hombre-que-embarazo-a-adolescente-en-masaya (2017-01-24)
3134,2017-01-29,Región del Pacífico,Departamento de Managua,Local,Marcha,NA,Usuarios del Hospital Emergencias Veterinarias,Grupos y/u organizaciones de ambientalistas,NA,Exigir cierre de Hospital Emergencias Veterinarias por negligencias veterinarias,Defensa del ambiente,Defensa de los animales,Hospital Emergencias Veterinarias,Empresas privadas,Omisión,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Usuarios del Hospital Emergencias Veterinarias, dirigido por el médico veterinario Oscar Roberto Díaz, denunciaron con una marcha la negligencia del tratamiento veterinario y pidieron el cierre del local.  Los manifestantes reportaron más de sesenta casos similares. El médico veterinario hizo caso omiso a la denuncia pública.",Hoy: http://www.hoy.com.ni/2017/01/29/protestan-contra-veterinario-por-muerte-de-mascota/ (2017-01-29)
